size_bytes	age_days	path
1098	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/09_DUAL_AND_TRIPLE_WORKFLOW.md
793	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/10_CAPTION_COMPILER_PIPELINE.md
743	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/11_MODULE_GRAPH_AND_INVALIDATION.md
771	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/12_INTERCHANGE_CONTRACTS.md
1448	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/13_MOTION_MANIFEST_EXAMPLE.json
877	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/14_CONTENT_INTENT_EXAMPLE.json
821	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/15_RECOMMENDED_DEFAULT_WORKFLOW.md
610	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/16_SCOPE_BOUNDARIES.md
748	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/17_ROADMAP_V10.md
555	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/content-motion-bridge/ARCHITECTURE_MANIFEST.json
633	0.74	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/continuity/C01_5_INTERACTIVE_UI.md
9503	0.70	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/full-alpha/VAV_CAPTIONS_FULL_UPGRADE_MASTER_PROMPT.txt
424	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/pro-editor-foundation/07_CAPTION_TRACKS_AND_IMPORT_EXPORT.md
693	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/pro-editor-foundation/10_FUTURE_VAV_TOOLS_OUT_OF_SCOPE.md
693	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/product/FUTURE_VAV_TOOLS_OUT_OF_SCOPE.md
2450	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/roadmap/VAV_ROADMAP_V12.md
529	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/ui-canon/06_MOTION_INTERACTION.md
568	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/ui-canon/10_ABRAXAS_ADAPTATION.md
1297	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/ui-canon/12_CAPTION_DOCUMENT_VIEW.md
43596	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/ui-canon/source-materials/ABRAXAS_HTML_WORKFLOW_v4.3.4_FINAL (1)(1).zip
2207	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/docs/vision/VAV_VISION_SPATIAL_ROADMAP_V12.md
286	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/native/vav-vision-macos/BUILD.command
700	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/native/vav-vision-macos/README.md
132	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/abraxas-import/package.json
205	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-compiler/package.json
131	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-domain/package.json
135	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-hierarchy/package.json
131	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-layout/package.json
198	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-motion/package.json
198	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-styles/package.json
131	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/caption-tracks/package.json
210	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/motion-caption-policy/package.json
668	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/remotion-composition/package.json
1428	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/remotion-composition/src/CaptionDemoComposition.tsx
9106	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/remotion-composition/src/VavCaptionComposition.tsx
171	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/vav-schema/package.json
134	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/vision-contracts/package.json
202	0.77	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/packages/visual-motion-domain/package.json
2063	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/README_VAV_PROGRESS.md
167	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/RUN_VAV_DEV.command
1448	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/schemas/interchange/vav-motion-manifest.example.json
1198	0.78	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/scripts/check-content-motion-bridge.mjs
8670	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/scripts/providers/install-vision-providers-macos.command
684	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/services/local-engine/src/abraxas-registry.test.ts
4834	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/services/local-engine/src/abraxas-registry.ts
4884	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/services/local-engine/src/vision-capabilities.ts
1318	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/LIVE_HANDOFFS/VAV_LIVE_REPO_HANDOFF_20260828_121918/repo/VAV_CONTINUITY_STATE.json
1593	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/02_ANY_CHAT_PRO/02_VAVMOTIONS_IMPLEMENTATION_START.txt
2986118	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/03_VAVMOTIONS/VAV_ECOSYSTEM_COMBINED_PRO_CHAT_CORE_V1.zip
66154344	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/03_VAVMOTIONS/VAVMOTIONS_OFFICIAL_REFERENCE_REPO_V1_2026-08-28.zip
653265	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/03_VAVMOTIONS/VAVMOTIONS_STANDALONE_ANY_CHAT_CORE_V1.zip
436	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/00_READ_ME_CURRENT_CONTEXT.txt
2954	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/MACHINE_STATE_20260827_214022(1).txt
1054	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/PROVIDER_DISCOVERY_20260827_214022(1).json
8862	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9(2).txt
13087	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_CAPTIONS_INTERNAL_REPO_ARCHITECTURE_V1 (1)(1).zip
21186	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_CAPTIONS_ROADMAP_EXECUTION_PROMPT_V10(2).txt
2645503	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_CAPTIONS_UI_UX_REFERENCE_CANON_V3_DOCKABLE_DESKTOP(1).zip
2898035	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_CURRENT_REPO_HANDOFF_20260827_212113(3).zip
12754	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_HOTFIX_V7_2_VERIFY_20260827_210557(1).txt
2873993	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/04_VAVCAPTIONS/VAV_REPO_ACTUAL_CODIGO_20260827_214022(1).zip
1470	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/00_UNIFIED_LOGIC_SUMMARY.txt
1034	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/01_PRODUCT__00_PRODUCT_DEFINITION.txt
944	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/02_ARCHITECTURE__00_SYSTEM_ARCHITECTURE.txt
880	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/02_ARCHITECTURE__01_MONOREPO_TARGET.txt
877	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/02_ARCHITECTURE__02_STANDALONE_REPO_MODE.txt
671	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/02_ARCHITECTURE__03_PORTS_AND_ADAPTERS.txt
507	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/03_DOMAIN_MODEL__00_VAV_PROJECT_GRAPH.txt
375	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/03_DOMAIN_MODEL__10_VISUAL_OWNERSHIP.txt
628	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/03_DOMAIN_MODEL__11_DEPENDENCY_GRAPH.txt
456	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/03_DOMAIN_MODEL__12_PROVENANCE_LOCKS_HISTORY.txt
462	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/04_PORTABLE_TXT__00_VPTC_OVERVIEW.txt
678	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/04_PORTABLE_TXT__01_TXT_CLASSES.txt
514	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/04_PORTABLE_TXT__03_DECLARATIVE_OPERATIONS.txt
554	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/04_PORTABLE_TXT__21_TXT_TYPE_REGISTRY.txt
491	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/05_MOTION_SYSTEM__00_MOTION_ENGINE_OVERVIEW.txt
647	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/05_MOTION_SYSTEM__04_MOTION_PLUGIN_SYSTEM.txt
538	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/05_MOTION_SYSTEM__06_SCENE_PARAMETRIC_EDITING.txt
459	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/05_MOTION_SYSTEM__12_TIMELINE_PREVIEW_CONTEXT.txt
463	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/06_VAVCAPTIONS_LEGO_BRIDGE__00_LEGO_PRINCIPLE.txt
563	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/06_VAVCAPTIONS_LEGO_BRIDGE__03_CAPTION_POLICY_BY_MOTION.txt
542	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/06_VAVCAPTIONS_LEGO_BRIDGE__06_COLLISION_RESOLUTION.txt
466	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/06_VAVCAPTIONS_LEGO_BRIDGE__07_SHARED_SCENEMAP_ANALYSIS.txt
510	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/07_APPLE_PLATFORM__00_APPLE_FIRST_PORTABLE_CORE.txt
816	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/07_APPLE_PLATFORM__08_APPLE_CAPABILITY_PRIORITY_MATRIX.txt
344	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/10_EXTERNAL_AI_BRIDGE__00_EXTERNAL_AI_MODE.txt
618	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/05_SHARED_VAV_CORE/11_AI_PROVIDER_V2__00_AI_PROVIDER_ARCHITECTURE.txt
9919488	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/ABRAXAS_QVR_DEEP_REBUILD_V3_1(3).zip
666983	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/ABRAXAS_R4_TXT_LIBRARY_ORGANIZED.zip
11274	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/ABRAXAS_SPATIAL_MOTION_CAMERA_GRAMMAR_V3(3).zip
26839266	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/VAV_ABRAXAS_STYLE_MINING_SYSTEM_V2_MERGED(2).zip
15952	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/VAV_ABRAXAS_VIDEO_GRAMMAR_PREFERENCE_SYSTEM_V2(2).zip
15497	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/06_REFERENCES/VAV_CAPTION_MOTION_CRITERIA_FICHAS_V1(4).zip
2743	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/07_COMMANDS/01_CAPTURE_CURRENT_VAV_STATE.command
627	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/07_COMMANDS/03_VERIFY_HANDOFF.command
705	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V13_READY/08_NEXT_CHAT_OUTPUT/01_CONTINUITY_UPDATE_RULE.txt
134	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/LATEST_CAPTIONS_PACK.txt
133	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/LATEST_MOTIONS_PACK.txt
9415800	0.03	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821.zip
3009254	0.03	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/01_LIVE_REPO/VAV_LIVE_REPO_HANDOFF_V14_20260828_123804.zip
691	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/00_VAV_CORE_PRINCIPLES.txt
968	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/04_ABRAXAS_VISUAL_GRAMMAR.txt
676	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/05_CAPTION_HIERARCHY_AND_STYLE.txt
642	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/06_MOTION_GRAMMAR.txt
1104	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/07_VISION_SPATIAL_APPLE_STRATEGY.txt
614	0.00	/Users/lordjef/Desktop/abraxasos/VAV_CONTINUITY_HUB/V14_UNIVERSAL/CHAT_PRO_UPLOADS/VAV_CAPTIONS_CHAT_PRO_CORE_V14_20260828_123821/02_LOGIC/09_CAPTIONS_MOTIONS_OWNERSHIP.txt
